file_number,event_number,ixn_number,true_ixn_number,cc,nprim,nsec,nneutron,nproton,npip,npim,npi0,mode,match
829.0,150,1,1,1,3,2,0,0,0,0,0,3,1
830.0,20,1,1,1,2,0,1,0,0,0,0,1,1
830.0,24,1,1,1,5,6,0,1,0,2,0,3,1
830.0,25,0,0,1,6,4,2,1,1,1,0,4,1
830.0,25,1,1,1,3,3,0,0,0,0,0,1,1
830.0,59,0,0,1,33,4,14,17,0,1,0,4,1
830.0,103,0,0,1,5,6,1,1,1,1,0,3,1
830.0,143,1,1,1,7,11,1,0,2,3,0,3,1
831.0,57,0,0,1,5,11,0,1,0,2,1,3,1
831.0,77,0,0,1,4,7,1,0,0,0,2,3,1
831.0,99,1,0,1,3,2,0,0,0,0,0,1,1
831.0,100,1,1,1,7,3,1,1,0,1,1,3,1
831.0,106,0,0,1,4,1,2,0,0,0,0,1,1
831.0,120,0,0,1,3,13,1,0,0,1,0,3,1
832.0,4,0,0,1,5,5,3,1,0,0,0,10,1
832.0,58,0,0,1,4,11,1,0,0,0,2,3,1
832.0,79,2,0,1,4,4,3,0,0,0,0,4,1
832.0,84,0,0,1,9,10,4,1,1,1,1,3,1
832.0,121,0,0,1,4,14,1,0,1,0,1,3,1
833.0,0,1,1,1,3,7,0,1,0,1,0,4,1
833.0,12,0,0,1,38,13,19,15,1,1,1,3,1
833.0,33,0,0,1,4,3,0,1,0,1,1,3,1
833.0,41,1,1,1,3,2,1,0,0,1,0,4,1
833.0,74,0,0,1,4,32,1,0,1,1,0,3,1
833.0,91,2,2,1,7,13,2,1,0,1,2,3,1
833.0,156,0,0,1,8,6,1,3,0,1,1,3,1
833.0,156,2,2,1,4,0,1,1,0,0,0,1,1
833.0,185,0,0,1,13,17,3,2,3,3,1,3,1
834.0,1,1,1,1,5,13,0,1,0,1,0,3,1
834.0,4,1,1,1,3,1,1,0,0,1,0,4,1
834.0,9,0,0,1,3,3,0,1,0,1,0,3,1
834.0,16,0,0,1,3,0,0,2,0,0,0,10,1
834.0,65,0,0,1,2,1,1,0,0,0,0,1,1
834.0,99,0,0,1,3,11,1,0,0,0,1,3,1
834.0,137,0,0,1,13,6,4,5,1,2,0,3,1
834.0,153,3,3,1,3,9,0,1,0,1,0,3,1
834.0,171,0,0,1,4,1,1,1,0,0,0,1,1
835.0,40,1,0,1,7,4,6,0,0,0,0,4,1
835.0,58,0,0,1,7,4,2,1,0,1,1,3,1
835.0,72,1,1,1,21,10,11,6,1,2,0,3,1
835.0,88,0,0,1,5,4,1,2,0,1,0,4,1
835.0,89,0,0,1,6,19,1,1,1,1,1,3,1
835.0,98,2,2,1,3,2,1,1,0,0,0,10,1
835.0,108,0,0,1,4,8,2,0,0,1,0,4,1
835.0,117,0,0,1,6,10,1,1,0,1,1,3,1
836.0,22,0,0,1,4,15,0,0,0,0,0,3,1
836.0,30,0,0,1,6,8,0,4,0,0,1,3,1
836.0,46,0,0,1,4,5,1,1,0,0,1,3,1
836.0,130,0,0,1,9,6,5,3,0,0,0,4,1
837.0,34,0,0,1,3,4,1,1,0,0,0,1,1
837.0,82,0,0,1,5,1,2,2,0,0,0,10,1
837.0,95,1,1,1,5,7,1,0,0,0,3,3,1
837.0,98,1,1,1,34,25,15,16,0,1,1,3,1
837.0,127,0,0,1,4,0,1,1,0,0,0,1,1
837.0,140,0,0,1,11,8,5,1,2,1,1,3,1
837.0,141,3,3,1,8,0,5,1,0,0,0,1,1
837.0,141,4,4,1,5,0,1,2,0,1,0,4,1
837.0,148,4,3,1,8,16,2,1,0,2,1,3,1
837.0,180,0,0,1,3,11,0,1,0,1,0,4,1
838.0,5,2,1,1,5,8,0,2,0,1,1,3,1
838.0,26,1,1,1,4,3,2,0,0,1,0,4,1
838.0,128,0,0,1,2,0,1,0,0,0,0,1,1
838.0,142,1,0,1,7,12,2,1,1,2,0,3,1
838.0,166,0,0,1,3,6,1,0,0,1,0,4,1
839.0,5,0,0,1,12,14,1,6,1,2,1,3,1
839.0,67,0,0,1,10,19,3,2,2,1,1,3,1
839.0,120,3,2,1,4,6,2,0,0,0,1,4,1
839.0,160,1,1,1,5,4,1,1,1,1,0,4,1
840.0,34,1,1,1,3,3,1,0,0,1,0,4,1
840.0,74,1,1,1,5,4,2,1,1,0,0,4,1
840.0,131,1,0,1,4,6,3,0,0,0,0,4,1
840.0,152,0,0,1,8,1,7,0,0,0,0,4,1
840.0,159,2,2,1,5,3,2,1,0,0,1,4,1
840.0,161,0,0,1,8,2,3,2,1,1,0,3,1
841.0,33,0,0,1,5,16,0,1,0,0,2,3,1
841.0,80,0,0,1,7,7,1,1,1,2,1,3,1
841.0,144,1,0,1,9,4,7,1,0,0,0,4,1
841.0,186,2,1,1,8,3,3,4,0,0,0,3,1
842.0,8,1,1,1,5,0,3,1,0,0,0,1,1
842.0,38,3,4,1,5,10,1,1,0,1,1,3,1
842.0,47,1,1,1,3,0,2,0,0,0,0,10,1
842.0,49,0,0,1,4,6,1,1,0,0,1,4,1
842.0,60,0,0,1,5,6,0,1,0,1,1,3,1
842.0,64,1,1,1,2,3,0,0,0,0,0,1,1
842.0,66,1,1,1,3,1,1,1,0,0,0,1,1
842.0,78,0,0,1,11,22,3,3,2,1,0,3,1
842.0,143,0,0,1,5,17,1,0,1,0,1,3,1
842.0,161,2,1,1,8,22,1,1,1,0,2,3,1
842.0,184,0,0,1,9,38,1,1,3,2,1,3,1
842.0,193,1,1,1,9,92,0,1,3,3,1,3,1
843.0,16,0,0,1,2,3,1,0,0,0,0,1,1
843.0,18,0,0,1,5,12,2,0,0,0,2,4,1
843.0,31,1,0,1,8,9,2,3,0,1,0,3,1
843.0,37,1,1,1,3,9,2,0,0,0,0,10,1
843.0,43,1,1,1,10,3,8,0,0,0,0,4,1
843.0,49,0,0,1,21,3,13,5,1,0,0,4,1
843.0,54,1,1,1,7,1,6,0,0,0,0,4,1
843.0,60,0,0,1,11,7,6,1,1,1,1,3,1
843.0,72,1,1,1,2,1,1,0,0,0,0,1,1
843.0,84,1,0,1,3,35,0,0,0,0,0,3,1
843.0,121,1,1,1,11,45,2,2,2,2,2,3,1
843.0,125,0,0,1,3,2,0,1,1,0,0,4,1
843.0,138,0,0,1,4,33,0,1,1,0,0,3,1
843.0,159,0,0,1,5,27,1,0,0,0,3,3,1
843.0,182,1,1,1,3,0,1,0,0,1,0,4,1
843.0,194,1,1,1,4,27,0,1,0,1,1,3,1
844.0,5,3,2,1,9,10,3,4,0,0,1,3,1
844.0,18,0,0,1,3,2,1,0,0,1,0,4,1
844.0,20,0,0,1,5,26,0,0,1,1,0,3,1
844.0,36,2,2,1,4,5,1,0,0,0,1,3,1
844.0,54,0,0,1,3,18,0,0,0,0,0,3,1
844.0,54,1,1,1,4,3,3,0,0,0,0,4,1
844.0,74,0,0,1,15,14,6,4,0,2,2,3,1
844.0,75,0,0,1,5,4,2,1,0,0,1,4,1
844.0,139,0,0,1,5,15,1,1,0,2,0,3,1
844.0,182,1,1,1,7,25,2,2,1,0,1,3,1
845.0,65,0,0,1,5,5,2,1,0,0,1,4,1
845.0,97,1,1,1,12,1,5,5,0,1,0,3,1
845.0,124,1,0,1,3,1,1,0,0,0,0,1,1
845.0,182,0,0,1,6,2,3,0,1,0,1,3,1
846.0,76,2,1,1,3,8,0,1,0,1,0,4,1
846.0,102,3,3,1,6,5,2,1,0,0,1,4,1
846.0,116,0,0,1,5,4,1,1,1,1,0,3,1
846.0,141,0,0,1,11,31,2,1,2,0,3,3,1
846.0,163,1,1,1,4,2,0,1,1,0,0,4,1
847.0,67,0,0,1,7,3,3,1,0,0,2,3,1
847.0,115,0,0,1,4,2,2,0,0,1,0,4,1
847.0,129,1,1,1,4,2,1,1,0,0,0,1,1
847.0,156,1,1,1,4,9,2,0,1,0,0,4,1
847.0,164,0,0,1,3,6,1,1,0,0,0,1,1
847.0,166,0,0,1,5,3,1,0,0,1,1,3,1
848.0,33,3,3,1,3,4,1,0,0,1,0,4,1
848.0,41,3,3,1,11,2,5,4,1,0,0,3,1
848.0,51,2,2,1,4,30,1,0,0,1,1,3,1
848.0,55,5,1,1,7,18,1,2,0,2,1,3,1
848.0,78,1,1,1,3,9,1,0,0,1,0,4,1
848.0,86,2,2,1,10,3,6,2,0,1,0,4,1
848.0,108,2,2,1,3,3,0,0,0,0,0,3,1
848.0,144,0,0,1,7,7,1,4,0,1,0,3,1
848.0,147,1,1,1,4,4,3,0,0,0,0,4,1
848.0,186,0,0,1,4,6,2,1,0,0,0,10,1
849.0,0,1,1,1,5,0,4,0,0,0,0,4,1
849.0,52,0,0,1,8,5,2,4,0,1,0,4,1
849.0,71,0,0,1,7,3,6,0,0,0,0,4,1
849.0,82,0,0,1,23,10,9,12,0,1,0,3,1
849.0,85,0,0,1,6,12,1,2,0,2,0,3,1
849.0,92,0,0,1,6,13,1,0,2,1,0,3,1
849.0,123,0,0,1,10,8,3,4,0,2,0,4,1
849.0,157,0,0,1,4,12,1,1,1,0,0,4,1
849.0,188,1,1,1,3,0,1,0,0,0,0,1,1
850.0,17,0,0,1,3,2,1,0,0,1,0,4,1
850.0,37,1,1,1,2,4,0,0,0,0,0,1,1
850.0,47,3,2,1,3,2,0,1,0,0,1,3,1
850.0,50,2,3,1,6,2,1,3,0,1,0,4,1
850.0,63,2,2,1,5,10,0,1,0,2,1,3,1
850.0,65,0,0,1,2,1,1,0,0,0,0,1,1
850.0,78,0,0,1,7,3,2,2,0,1,0,4,1
850.0,109,0,0,1,5,0,2,1,0,1,0,4,1
850.0,114,1,1,1,3,6,1,1,0,0,0,1,1
850.0,116,0,0,1,7,4,1,1,0,1,2,3,1
850.0,134,2,2,1,6,4,3,1,0,1,0,4,1
851.0,19,0,0,1,4,3,2,1,0,0,0,10,1
851.0,42,0,0,1,9,2,4,4,0,0,0,4,1
851.0,69,0,0,1,3,4,1,0,0,0,0,1,1
851.0,72,0,0,1,6,22,1,0,0,1,3,3,1
851.0,78,2,1,1,3,2,2,0,0,0,0,10,1
851.0,117,0,0,1,3,1,0,1,0,0,0,1,1
851.0,159,1,1,1,3,9,1,1,0,0,0,1,1
852.0,-1,0,0,1,6,4,2,2,0,0,1,4,1
852.0,20,0,0,1,3,17,1,0,1,0,0,3,1
852.0,52,1,1,1,6,3,2,1,1,1,0,4,1
852.0,103,0,0,1,9,2,4,3,0,0,1,3,1
852.0,112,0,0,1,10,4,1,1,0,0,0,4,1
852.0,137,1,1,1,4,5,1,0,0,1,1,3,1
852.0,163,1,1,1,11,8,3,1,1,3,1,3,1
852.0,194,1,1,1,6,4,1,2,0,1,1,4,1
852.0,196,2,1,1,3,8,2,0,0,0,0,10,1
853.0,32,0,0,1,5,9,1,0,0,1,1,3,1
853.0,43,0,0,1,12,5,6,3,0,1,0,4,1
853.0,65,0,0,1,6,3,2,1,0,1,1,4,1
853.0,69,0,0,1,6,11,2,1,0,1,1,3,1
853.0,77,0,0,1,15,19,5,6,0,2,1,3,1
853.0,113,1,1,1,3,10,0,0,0,0,0,1,1
853.0,115,0,0,1,4,14,0,1,1,0,1,3,1
853.0,135,1,1,1,4,1,3,0,0,0,0,10,1
853.0,161,0,0,1,10,13,4,1,1,1,2,3,1
854.0,23,0,0,1,17,10,10,4,0,0,2,3,1
854.0,78,1,0,1,4,11,1,1,0,0,0,1,1
854.0,107,3,2,1,3,0,1,1,0,0,0,1,1
854.0,122,3,2,1,4,1,1,1,0,0,0,1,1
854.0,166,3,2,1,9,2,6,1,0,0,1,3,1
855.0,14,1,1,1,4,1,0,1,0,2,0,3,1
855.0,72,0,0,1,4,1,1,0,0,1,1,3,1
855.0,153,0,0,1,4,3,1,2,0,0,0,4,1
856.0,4,1,1,1,14,42,5,5,1,0,2,3,1
856.0,62,1,0,1,7,3,5,1,0,0,0,4,1
856.0,64,0,0,1,5,10,1,1,0,1,1,4,1
856.0,69,1,1,1,3,4,0,0,0,0,0,1,1
856.0,92,1,2,1,4,3,1,2,0,0,0,10,1
856.0,108,1,1,1,6,10,1,1,1,1,1,3,1
856.0,171,1,1,1,5,6,0,2,0,2,0,3,1
857.0,142,0,0,1,7,5,3,2,0,1,0,3,1
857.0,191,1,1,1,12,1,6,4,0,0,0,4,1
858.0,2,0,0,1,5,11,2,0,0,0,0,4,1
858.0,117,1,1,1,6,21,1,0,0,1,1,3,1
858.0,133,0,0,1,23,10,10,7,3,2,0,3,1
858.0,151,2,1,1,4,2,1,0,0,1,0,4,1
858.0,152,1,0,1,3,4,1,0,0,0,0,1,1
859.0,6,2,2,1,3,13,1,0,1,0,0,3,1
859.0,14,1,1,1,5,11,1,0,1,2,0,3,1
859.0,19,0,0,1,3,7,0,1,0,1,0,3,1
859.0,21,0,0,1,4,0,1,1,0,0,0,1,1
859.0,22,2,2,1,3,2,1,0,0,1,0,4,1
859.0,112,0,0,1,4,14,0,1,0,1,1,3,1
859.0,172,0,0,1,5,25,0,1,1,0,2,3,1
859.0,187,2,1,1,3,9,1,0,0,1,0,4,1
860.0,11,0,0,1,5,1,2,2,0,0,0,4,1
860.0,13,1,1,1,9,6,4,4,0,0,0,3,1
860.0,50,0,0,1,4,1,1,1,0,0,0,1,1
860.0,73,0,0,1,5,9,0,1,0,2,1,3,1
860.0,77,0,0,1,5,89,0,1,1,1,0,3,1
860.0,114,2,2,1,6,1,4,1,0,0,0,10,1
860.0,118,0,0,1,6,3,3,1,0,0,0,4,1
860.0,139,0,0,1,10,4,6,2,0,1,0,4,1
860.0,163,0,0,1,27,11,11,12,1,2,0,3,1
860.0,168,1,1,1,4,8,1,0,0,1,1,3,1
861.0,43,0,0,1,4,4,1,1,0,1,0,4,1
861.0,71,2,2,1,2,2,1,0,0,0,0,1,1
861.0,97,0,0,1,4,0,2,1,0,0,0,10,1
861.0,106,0,0,1,4,3,2,1,0,0,0,10,1
861.0,123,0,0,1,4,28,0,1,0,1,1,3,1
861.0,167,0,0,1,6,1,2,2,0,1,0,3,1
861.0,172,2,2,1,5,10,1,1,0,0,1,4,1
861.0,176,0,0,1,4,5,0,1,0,2,0,3,1
861.0,177,0,0,1,3,1,1,0,0,1,0,4,1
862.0,30,1,1,1,8,8,6,1,0,0,0,4,1
862.0,53,1,1,1,2,2,0,0,0,0,0,1,1
862.0,65,0,0,1,3,0,1,0,0,0,0,1,1
862.0,66,0,0,1,13,12,2,8,0,1,1,3,1
862.0,127,3,1,1,3,11,1,0,0,1,0,3,1
862.0,144,4,4,1,3,1,1,0,0,0,0,1,1
863.0,1,0,0,1,4,10,0,1,0,1,0,3,1
863.0,14,0,0,1,8,0,5,1,0,0,0,1,1
863.0,19,0,0,1,19,3,8,9,0,1,0,10,1
863.0,21,0,0,1,9,8,4,1,1,1,1,3,1
863.0,29,0,0,1,5,3,1,1,0,1,1,4,1
863.0,34,0,0,1,4,3,2,0,0,1,0,4,1
863.0,35,2,1,1,4,11,1,0,0,1,1,3,1
863.0,49,0,0,1,5,23,1,1,0,1,1,3,1
863.0,108,1,1,1,5,10,2,0,1,1,0,3,1
863.0,174,0,0,1,7,7,1,3,0,1,1,3,1
864.0,1,2,1,1,3,2,1,0,0,0,1,4,1
864.0,20,0,0,1,4,4,1,0,0,1,1,4,1
864.0,79,1,1,1,5,0,1,1,0,1,0,1,1
864.0,86,1,0,1,7,3,6,0,0,0,0,4,1
864.0,117,1,2,1,12,3,6,4,0,0,1,4,1
864.0,134,0,0,1,5,11,1,2,0,1,0,4,1
864.0,139,0,0,1,3,5,0,0,0,0,0,1,1
864.0,157,0,0,1,9,5,0,6,1,1,0,4,1
864.0,161,0,0,1,16,3,9,6,0,0,0,1,1
864.0,188,0,0,1,6,15,1,0,1,2,1,3,1
864.0,192,0,0,1,10,5,5,4,0,0,0,4,1
865.0,1,0,0,1,10,7,4,4,0,0,1,4,1
865.0,2,1,0,1,13,59,1,0,1,1,4,3,1
865.0,44,1,1,1,7,5,2,2,0,2,0,3,1
865.0,153,0,0,1,3,11,1,0,1,0,0,3,1
865.0,182,2,3,1,5,4,2,0,0,1,0,4,1
866.0,39,0,0,1,7,7,2,1,1,1,1,3,1
866.0,40,3,3,1,4,12,0,1,0,1,1,3,1
866.0,70,4,4,1,3,2,1,0,0,0,0,1,1
866.0,91,0,0,1,8,2,4,2,0,0,0,1,1
866.0,133,0,0,1,3,5,1,0,0,0,1,3,1
866.0,167,1,1,1,4,0,2,0,0,0,1,4,1
866.0,174,0,0,1,4,5,0,1,0,1,1,3,1
867.0,16,2,2,1,6,0,2,2,1,0,0,3,1
867.0,45,0,0,1,3,4,1,1,0,0,0,1,1
867.0,47,0,0,1,5,5,1,1,0,1,1,3,1
867.0,48,1,1,1,4,4,0,1,0,2,0,3,1
867.0,75,0,0,1,6,14,1,0,1,1,2,3,1
867.0,85,1,1,1,5,11,1,1,1,1,0,4,1
867.0,89,5,1,1,5,7,2,2,0,0,0,10,1
867.0,134,5,4,1,10,22,2,1,1,2,2,3,1
867.0,158,0,0,1,5,2,2,1,0,1,0,4,1
867.0,181,1,1,1,7,3,1,4,0,1,0,4,1
868.0,1,4,2,1,4,9,1,0,1,1,0,3,1
868.0,16,0,0,1,3,7,0,0,0,0,0,3,1
868.0,27,0,0,1,5,5,2,0,0,0,2,4,1
868.0,49,0,0,1,5,4,1,1,1,1,0,4,1
868.0,94,1,0,1,3,7,1,0,0,0,0,1,1
868.0,122,0,0,1,6,9,2,1,0,1,1,3,1
868.0,129,0,0,1,7,5,2,2,0,1,1,4,1
868.0,182,2,1,1,4,9,1,1,0,0,1,4,1
869.0,16,1,1,1,5,1,2,2,0,0,0,10,1
869.0,69,0,0,1,6,3,4,0,0,1,0,4,1
869.0,94,0,0,1,11,14,2,4,1,2,1,3,1
869.0,123,0,0,1,4,2,2,1,0,0,0,1,1
869.0,128,0,0,1,4,10,0,1,0,1,1,3,1
869.0,139,0,0,1,6,8,1,1,2,0,1,3,1
870.0,51,0,0,1,6,6,2,1,1,0,1,4,1
870.0,52,2,2,1,5,4,0,2,1,1,0,4,1
870.0,62,2,0,1,3,4,1,0,0,0,0,1,1
870.0,70,1,1,1,7,16,3,0,1,2,0,3,1
870.0,105,2,2,1,10,14,3,1,2,3,0,3,1
870.0,178,2,2,1,2,0,1,0,0,0,0,1,1
870.0,181,2,4,1,5,9,1,0,1,1,0,3,1
871.0,4,1,1,1,3,0,0,1,0,1,0,4,1
871.0,44,1,1,1,4,9,0,1,0,1,0,3,1
871.0,85,2,2,1,3,6,0,0,0,0,0,1,1
871.0,128,1,1,1,11,0,7,3,0,0,0,4,1
871.0,148,0,0,1,4,1,2,0,0,0,1,4,1
871.0,154,1,2,1,8,5,2,3,0,0,2,3,1
871.0,187,0,0,1,4,0,1,1,0,0,0,1,1
872.0,17,0,0,1,3,6,2,0,0,0,0,10,1
872.0,26,0,0,1,5,0,2,1,0,1,0,4,1
872.0,51,1,1,1,8,19,0,3,1,1,2,3,1
873.0,15,0,0,1,13,3,7,5,0,0,0,10,1
873.0,29,0,0,1,24,2,11,12,0,0,0,10,1
873.0,45,0,0,1,4,4,1,0,0,1,1,3,1
873.0,81,0,0,1,4,2,2,1,0,0,0,10,1
873.0,100,0,0,1,5,18,1,0,2,0,1,3,1
873.0,106,0,0,1,3,1,1,0,0,1,0,4,1
873.0,107,0,0,1,7,6,2,3,0,0,1,4,1
873.0,111,0,0,1,7,20,1,2,0,2,1,3,1
873.0,117,1,0,1,4,8,1,0,1,1,0,3,1
873.0,131,3,1,1,4,11,2,0,0,0,1,4,1
873.0,137,0,0,1,10,54,0,5,0,1,0,3,1
873.0,146,2,2,1,5,9,2,0,0,0,2,3,1
873.0,165,1,1,1,13,11,7,3,1,1,0,4,1
873.0,171,1,1,1,22,134,8,4,4,2,3,3,1
873.0,192,0,0,1,10,1,7,1,0,1,0,4,1
874.0,24,0,0,1,10,15,5,2,0,0,0,3,1
874.0,42,0,0,1,4,9,0,1,0,0,1,4,1
874.0,57,1,1,1,3,1,1,1,0,0,0,1,1
874.0,60,1,1,1,8,7,4,2,0,1,0,4,1
874.0,71,2,3,1,7,11,2,1,0,0,2,4,1
874.0,86,0,0,1,6,36,1,0,1,2,0,3,1
874.0,94,1,1,1,5,2,1,0,1,2,0,3,1
874.0,96,1,1,1,5,13,1,0,1,0,1,3,1
874.0,128,1,0,1,11,1,7,2,0,0,0,1,1
874.0,130,0,0,1,4,7,0,1,0,1,1,3,1
874.0,188,0,0,1,22,2,10,10,0,0,1,4,1
875.0,59,0,0,1,3,2,1,0,0,1,0,4,1
875.0,76,0,0,1,6,5,0,1,1,1,1,3,1
875.0,172,0,0,1,9,9,1,2,2,3,0,3,1
876.0,5,2,2,1,7,21,2,1,2,1,0,4,1
876.0,64,2,2,1,4,0,1,1,0,1,0,4,1
876.0,77,0,0,1,2,3,1,0,0,0,0,1,1
876.0,80,0,0,1,10,16,7,1,0,0,1,3,1
876.0,98,2,1,1,15,6,6,7,1,0,0,3,1
876.0,99,1,1,1,6,6,4,1,0,0,0,4,1
876.0,119,1,1,1,6,12,0,2,0,2,1,3,1
876.0,133,2,2,1,6,1,3,2,0,0,0,10,1
876.0,144,4,3,1,3,3,0,0,0,0,0,1,1
876.0,171,0,0,1,26,7,12,9,1,3,0,3,1
877.0,8,0,0,1,5,13,2,1,1,0,0,4,1
877.0,56,0,0,1,5,16,0,1,0,0,1,3,1
877.0,64,0,0,1,8,2,5,2,0,0,0,1,1
877.0,78,0,0,1,6,3,2,3,0,0,0,10,1
877.0,86,2,1,1,5,3,1,0,1,1,0,4,1
877.0,119,2,1,1,4,1,3,0,0,0,0,10,1
877.0,138,1,1,1,26,4,14,11,0,0,0,10,1
877.0,145,1,1,1,12,31,1,6,1,1,2,3,1
877.0,149,2,2,1,12,16,2,2,3,2,2,3,1
877.0,153,0,0,1,11,1,6,4,0,0,0,4,1
877.0,177,0,0,1,8,12,2,1,1,2,1,3,1
877.0,183,0,0,1,9,4,1,7,0,0,0,4,1
878.0,9,2,2,1,10,23,2,3,1,2,0,3,1
878.0,50,0,0,1,7,9,2,1,1,2,0,3,1
878.0,60,1,1,1,6,9,1,1,1,1,1,3,1
878.0,91,1,1,1,4,2,2,1,0,0,0,10,1
878.0,112,0,0,1,3,1,2,0,0,0,0,10,1
878.0,116,0,0,1,3,9,1,0,0,0,1,3,1
878.0,169,0,0,1,4,1,2,0,0,0,1,4,1
878.0,184,0,0,1,11,14,4,1,1,0,4,3,1
879.0,15,0,0,1,8,3,3,4,0,0,0,3,1
879.0,15,2,4,1,4,0,2,0,0,0,0,1,1
879.0,42,1,1,1,8,2,7,0,0,0,0,10,1
879.0,76,0,0,1,8,1,4,1,1,1,0,3,1
879.0,92,1,1,1,3,4,1,0,0,0,0,1,1
879.0,93,0,0,1,3,7,1,1,0,0,0,1,1
879.0,98,2,1,1,3,3,1,0,0,0,0,1,1
879.0,130,1,1,1,3,0,2,0,0,0,0,10,1
879.0,192,0,0,1,4,1,2,1,0,0,0,4,1
880.0,6,1,1,1,7,25,1,1,2,2,0,3,1
880.0,61,0,0,1,4,12,1,0,0,1,1,3,1
880.0,63,0,0,1,6,3,1,1,0,1,1,4,1
880.0,65,0,0,1,9,0,6,1,1,0,0,3,1
880.0,93,0,0,1,3,7,1,0,0,1,0,4,1
880.0,108,1,0,1,4,29,1,0,0,0,0,3,1
880.0,111,1,1,1,2,4,0,1,0,0,0,1,1
880.0,121,2,1,1,2,0,1,0,0,0,0,1,1
880.0,179,0,0,1,7,45,2,1,1,2,0,3,1
880.0,183,1,1,1,5,9,1,0,0,1,1,3,1
881.0,68,3,4,1,3,12,1,0,0,0,1,3,1
881.0,109,2,2,1,9,3,7,1,0,0,0,4,1
881.0,116,0,0,1,22,4,10,11,0,0,0,1,1
881.0,139,0,0,1,4,3,1,0,1,1,0,3,1
881.0,152,0,0,1,13,6,4,5,1,2,0,3,1
881.0,168,2,1,1,6,30,0,0,2,0,0,3,1
881.0,175,0,0,1,6,2,1,2,0,2,0,3,1
882.0,43,1,1,1,5,4,0,2,0,2,0,3,1
882.0,58,2,2,1,3,5,1,0,0,0,0,1,1
882.0,60,1,1,1,3,2,0,1,0,1,0,3,1
882.0,63,0,0,1,4,6,1,1,0,1,0,3,1
882.0,67,1,1,1,3,4,1,0,0,0,1,4,1
882.0,96,1,1,1,5,4,2,0,0,1,1,3,1
882.0,101,0,0,1,5,9,1,0,1,2,0,3,1
882.0,110,0,0,1,4,3,0,1,0,1,0,4,1
882.0,135,1,1,1,4,3,2,1,0,0,0,10,1
882.0,181,1,2,1,4,0,1,0,0,1,0,4,1
883.0,86,3,3,1,4,2,1,0,0,1,0,4,1
883.0,87,3,3,1,4,4,1,0,1,1,0,3,1
883.0,135,0,0,1,7,7,1,2,0,0,3,3,1
884.0,9,0,0,1,4,0,2,0,0,1,0,4,1
884.0,33,0,0,1,9,15,1,0,3,2,1,3,1
884.0,59,0,0,1,3,13,0,1,0,1,0,4,1
884.0,72,0,0,1,10,8,7,1,1,0,0,3,1
884.0,131,2,1,1,3,5,1,0,0,0,1,3,1
884.0,133,1,1,1,5,14,1,0,1,2,0,3,1
884.0,159,2,2,1,3,1,0,1,0,0,0,1,1
885.0,16,0,0,1,4,17,0,1,0,1,1,3,1
885.0,24,0,0,1,3,3,0,0,0,1,0,5,1
885.0,26,1,1,1,13,23,5,2,1,1,1,3,1
885.0,57,1,1,1,5,1,3,0,0,0,0,4,1
885.0,69,0,0,1,7,7,2,1,1,1,1,4,1
885.0,70,0,0,1,30,0,17,12,0,0,0,4,1
885.0,118,1,2,1,3,12,0,0,0,1,0,5,1
885.0,149,1,0,1,10,7,3,4,1,1,0,3,1
885.0,188,1,2,1,5,11,1,0,0,1,1,3,1
886.0,3,2,2,1,3,0,1,0,0,0,0,1,1
886.0,27,1,1,1,5,0,2,2,0,0,0,10,1
886.0,29,0,0,1,4,7,2,1,0,0,0,10,1
886.0,41,0,0,1,5,4,1,1,1,1,0,3,1
886.0,66,0,0,1,3,1,0,1,1,0,0,4,1
886.0,97,0,0,1,3,5,0,0,0,1,0,5,1
886.0,154,1,1,1,5,16,0,1,1,2,0,3,1
886.0,168,2,2,1,3,0,1,1,0,0,0,1,1
887.0,47,0,0,1,11,5,8,1,0,1,0,3,1
887.0,59,1,1,1,3,0,1,0,0,0,0,1,1
887.0,71,0,0,1,6,11,1,2,0,0,2,4,1
887.0,121,0,0,1,4,5,0,3,0,0,0,4,1
887.0,128,0,0,1,7,2,4,1,0,0,0,4,1
887.0,133,0,0,1,3,0,1,0,0,0,0,1,1
887.0,147,0,0,1,6,9,2,1,0,0,2,3,1
887.0,148,0,0,1,6,10,3,1,0,1,0,3,1
887.0,164,2,1,1,8,6,3,1,1,1,0,3,1
887.0,165,1,1,1,4,7,1,0,1,1,0,3,1
887.0,168,0,0,1,3,1,1,1,0,0,0,1,1
887.0,186,0,0,1,5,14,1,0,0,1,1,3,1
887.0,192,0,0,1,8,47,0,1,2,2,2,3,1
887.0,192,1,1,1,5,3,1,1,2,0,0,4,1
888.0,12,0,0,1,5,2,2,0,0,0,1,4,1
888.0,31,0,0,1,4,4,2,0,0,1,0,4,1
888.0,49,0,0,1,7,13,3,0,1,0,2,3,1
888.0,94,1,1,1,8,15,1,2,2,2,0,3,1
888.0,167,3,3,1,3,0,1,0,0,1,0,4,1
888.0,183,0,0,1,6,1,0,1,0,1,0,4,1
889.0,62,0,0,1,6,14,4,0,0,0,1,3,1
889.0,80,2,2,1,4,3,0,1,0,1,1,3,1
889.0,151,0,0,1,5,6,2,0,1,1,0,3,1
889.0,181,2,2,1,6,27,0,2,0,2,1,3,1
890.0,81,1,1,1,4,1,1,1,0,0,0,1,1
890.0,122,0,0,1,6,2,1,2,0,1,1,3,1
890.0,142,0,0,1,6,6,2,1,0,0,1,4,1
